ID,URL,Number of Prompts,Python?
1,https://chat.openai.com/share/90ebe55e-bd60-47cf-b290-272980b7495e,6,False
2,https://chat.openai.com/share/17a9692d-b893-47da-bca1-b46554f00962,5,False
3,https://chat.openai.com/share/7cf2816f-13ea-404c-b0f7-ffc65583617a,3,False
4,https://chat.openai.com/share/7cf2816f-13ea-404c-b0f7-ffc65583617a,3,False
5,https://chat.openai.com/share/2b616e34-2067-4682-adbd-9e57fe381f66,11,False
6,https://chat.openai.com/share/9d1a293d-d357-4913-b20d-9e308bf9c7c9,3,False
7,https://chat.openai.com/share/c89e041e-ea23-42f9-972f-8543f4407db7,8,False
8,https://chat.openai.com/share/795ad36a-0a38-431d-963f-fbd2ef14e44c,1,True
9,https://chat.openai.com/share/05af05bc-82c7-4f18-9873-2cc3b3a595fe,3,False
10,https://chat.openai.com/share/0f8a3cf0-8199-4d7e-81c4-b49c4b4f25e5,1,False
11,https://chat.openai.com/share/76af53fb-7cc5-4f5c-acd5-7fd1c2ad26cf,20,False
12,https://chat.openai.com/share/be79a950-1231-4e55-aae0-2a90d8962d1d,3,False
13,https://chat.openai.com/share/67ff0200-dad4-48f2-884e-ccada57974f6,3,False
14,https://chat.openai.com/share/7a56efac-27c4-4bac-a3cd-e11588e66dfd,10,False
15,https://chat.openai.com/share/e4e17d6b-e664-44c1-b4bd-220ad8cb0df3,7,False
16,https://chat.openai.com/share/e476a2d0-5c29-4c5b-b5b4-7d977b469787,2,True
17,https://chat.openai.com/share/e476a2d0-5c29-4c5b-b5b4-7d977b469787,2,True
18,https://chat.openai.com/share/beca8c14-7645-4e45-9d2f-4ee5879e1a35,1,False
19,https://chat.openai.com/share/bbf03be2-dc7b-4451-a614-1a542af33712,8,True
20,https://chat.openai.com/share/69616b53-6a75-478f-8985-09ea3fec73b0,1,False
21,https://chat.openai.com/share/132f9bdd-f09c-4ffa-ae80-28c04d5fc484,2,True
22,https://chat.openai.com/share/91537f79-b48a-4b50-b109-12f94405f7b5,16,False
23,https://chat.openai.com/share/e1f4926f-14c2-49d2-937e-3af9e65fc96c,1,False
24,https://chat.openai.com/share/65d3e63b-7618-4522-a436-e88964f4d293,20,False
25,https://chat.openai.com/share/d8e1b2a0-8413-4635-83e3-8ef3f7b65432,25,True
26,https://chat.openai.com/share/3f347f56-d35f-41b2-bbf5-2d66fcd79475,1,False
27,https://chat.openai.com/share/d9eec2fb-35d1-4135-ae96-17738c69ee63,4,False
28,https://chat.openai.com/share/a66b761a-2a83-4673-937f-a20d1c174d2a,10,False
29,https://chat.openai.com/share/4fe883a7-5b0f-46a5-a168-3e21a61e6521,10,False
30,https://chat.openai.com/share/336b057b-3049-4246-a9d7-77231cc89785,27,False
31,https://chat.openai.com/share/336b057b-3049-4246-a9d7-77231cc89785,27,False
32,https://chat.openai.com/share/b44935b7-e419-4dc1-b036-3b23abbbc399,1,False
33,https://chat.openai.com/share/7e23cfa9-7ae9-4d83-bf46-f4ee1f25465f,1,False
34,https://chat.openai.com/share/3a4e9c46-3d2f-4822-971f-dde938aa1685,1,False
35,https://chat.openai.com/share/e482add3-7791-407c-ab0b-c44c4519c9ee,1,False
36,https://chat.openai.com/share/6fe25b38-9273-4a27-8f98-879a107beb89,4,False
37,https://chat.openai.com/share/e313b486-4ee9-41e3-a482-ead99770e6b6,2,False
38,https://chat.openai.com/share/cf331778-14c6-48da-aec3-a0630a469dbb,1,False
39,https://chat.openai.com/share/28169216-fb35-4b48-b7e6-f8d13d98b9de,2,False
40,https://chat.openai.com/share/0a2d163b-4552-4cf6-9683-455fe6b45c4f,1,False
41,https://chat.openai.com/share/02e2cb14-af28-4447-9b80-e58bd69b80a4,1,False
42,https://chat.openai.com/share/c152b3a0-ca1e-46a8-86fc-666a09a618d8,1,False
43,https://chat.openai.com/share/65e3194f-ed5c-4316-93c8-ae9a7106f79b,1,False
44,https://chat.openai.com/share/ff7032a9-5fe4-4c92-8fe5-88a5a22dab79,2,False
45,https://chat.openai.com/share/9ba1b348-5ffd-4bf5-85b0-88d71f8a3b50,1,False
46,https://chat.openai.com/share/9446df2b-710b-48d7-b265-ca4177df4c7a,2,False
47,https://chat.openai.com/share/075621a9-3df1-4086-bad3-d563fbd09e02,1,False
48,https://chat.openai.com/share/1c044b0b-ae58-4d5a-b9d5-f1e3a8d43e7b,1,False
49,https://chat.openai.com/share/ac70a194-4634-4533-8894-47b6f61182d7,1,False
50,https://chat.openai.com/share/f9d1c692-9808-49bf-8c4f-20e8acdef237,1,False
51,https://chat.openai.com/share/6891356a-3f05-4bf1-8980-32f927b3fb81,1,False
52,https://chat.openai.com/share/394cb47f-1f35-484f-a5c4-8a5c20297762,2,False
53,https://chat.openai.com/share/47ccb328-a24d-455d-befb-c66474eef19d,1,False
54,https://chat.openai.com/share/2f43b3b3-82ec-4d7d-939c-782244447415,2,False
55,https://chat.openai.com/share/e2298a40-b690-4710-bc11-a99c67d6fe37,1,False
56,https://chat.openai.com/share/d0275d42-1b9a-444c-ab97-4d203fd88aa1,1,False
57,https://chat.openai.com/share/91f563a4-5831-4a25-a478-ef64b588319d,1,False
58,https://chat.openai.com/share/5cfd46c4-ee0e-44b0-bbf2-35e3443982ea,2,False
59,https://chat.openai.com/share/15c7c2a0-e7c8-4642-a80e-d7aeac07b0e0,2,False
60,https://chat.openai.com/share/006570dd-ce57-484c-8c49-4657d5e944ec,1,False
61,https://chat.openai.com/share/3a781505-0651-4afc-a025-a43a3fe13559,1,False
62,https://chat.openai.com/share/999f015c-11b8-416a-b7fe-40794b354de2,1,False
63,https://chat.openai.com/share/29180d6a-caef-4f77-9beb-492e14de8644,3,False
64,https://chat.openai.com/share/679a5623-50ef-4dfc-9809-1faa3e9b7919,2,False
65,https://chat.openai.com/share/8ca21b09-a71b-431e-9f78-10e2d507d2e6,1,False
66,https://chat.openai.com/share/b78409fe-07d5-4d5d-a2a9-c726223767c9,1,False
67,https://chat.openai.com/share/010dedf4-3b8a-42a8-9889-c225f972f85a,2,False
68,https://chat.openai.com/share/c04437b6-0707-42a7-ba30-5ee47268eee6,2,False
69,https://chat.openai.com/share/511d8884-3878-45a4-af79-1f8898630594,1,False
70,https://chat.openai.com/share/734b7d59-bd90-408c-85a1-37dec5e6ed4c,2,False
71,https://chat.openai.com/share/734b7d59-bd90-408c-85a1-37dec5e6ed4c,2,False
72,https://chat.openai.com/share/54ea2156-bffc-494f-979e-5108bcc1a3c8,1,False
73,https://chat.openai.com/share/077b9738-9cda-4b4f-b4a3-6b28c781cbd2,2,False
74,https://chat.openai.com/share/4f469772-a11c-48e3-84de-e679670a1055,2,False
75,https://chat.openai.com/share/2f3434b2-da67-48ae-93e6-43b66ec90d8b,4,False
76,https://chat.openai.com/share/09a4f6f0-1515-4b2c-b352-d4f9d6debc17,1,False
77,https://chat.openai.com/share/b9b497c5-ec25-4f04-83f8-6031ae687551,2,False
78,https://chat.openai.com/share/1078eeab-70a4-45cb-a575-a0d8e2fb5313,1,False
79,https://chat.openai.com/share/c02fc15f-f79e-4c65-9820-6b62be40ad8c,1,False
80,https://chat.openai.com/share/dce1497a-acdd-421f-8e1c-1737975b2f60,1,False
81,https://chat.openai.com/share/768723c2-4a3f-42e3-9559-fed47e4e7db3,1,False
82,https://chat.openai.com/share/074e0ac4-fdeb-47e6-ba3b-c85756ca8a93,1,False
83,https://chat.openai.com/share/e7f14139-f408-4cff-ad4c-19f40b36581c,1,False
84,https://chat.openai.com/share/a530b572-95f6-48a8-b6f6-40a72534a954,1,False
85,https://chat.openai.com/share/0a43cd4b-c477-4b4d-91da-8551c735566b,1,False
86,https://chat.openai.com/share/07ee224f-764b-44f9-916a-7e13ba7f1092,1,False
87,https://chat.openai.com/share/2467622b-2d50-4514-984e-f8b4a87341e0,1,False
88,https://chat.openai.com/share/7a685f50-27b3-4d53-8713-c9afca1c4d7c,1,False
89,https://chat.openai.com/share/6336615e-5196-4306-ae86-941650681131,1,False
90,https://chat.openai.com/share/031cc9df-a646-4d45-b244-43ecd5d583a0,1,False
91,https://chat.openai.com/share/de28ad07-f6dd-431c-9128-42d03aa5ca35,1,False
92,https://chat.openai.com/share/c1e55402-68ac-4e4b-9554-17ea40be49dd,1,False
93,https://chat.openai.com/share/e670f3e7-b8ae-4223-a8b8-4e0d3bf08227,1,False
94,https://chat.openai.com/share/a5c3e5c5-09c8-4a0e-a908-c86a58813edb,1,False
95,https://chat.openai.com/share/d13410a4-4e0d-470c-93f7-d69aacde16cf,1,False
96,https://chat.openai.com/share/de9540bf-e169-4154-a784-9889607a8c2d,1,False
97,https://chat.openai.com/share/642d5e08-007a-494f-9d68-9a0d1c4909b3,1,False
98,https://chat.openai.com/share/68eb435d-6c58-4898-b97c-b70e2589f03f,1,False
99,https://chat.openai.com/share/a2f5c3ea-c40f-43cb-a86b-402d46b45049,1,False
100,https://chat.openai.com/share/535249ac-e8ad-47d4-b0c2-c16088eab76c,2,False
101,https://chat.openai.com/share/dabca582-6dee-4491-8aa1-7c2f788a5678,1,False
102,https://chat.openai.com/share/7ee72b63-3cab-4b96-8688-78ad09551b3e,1,False
103,https://chat.openai.com/share/f30b1cb9-6f7c-4cc0-a514-0bddd28d5eca,4,False
104,https://chat.openai.com/share/828c0bb5-e81d-47d6-9e2f-96814e2a7dec,2,False
105,https://chat.openai.com/share/35fbcf4b-b8db-4e54-a98e-5011c5fc9cdd,2,False
106,https://chat.openai.com/share/077b8522-35f5-4aef-8d92-957f0b7e7a0f,1,False
107,https://chat.openai.com/share/dc9ea874-dd6c-4d1c-8370-8b28721b0f8a,5,False
108,https://chat.openai.com/share/404d0e79-0e67-48d7-bac3-27e3209a237d,1,False
109,https://chat.openai.com/share/aafa7c58-fc0e-48a4-b386-3a7969baf99e,2,False
110,https://chat.openai.com/share/fa642ff3-fb40-4720-ad20-bafd600250de,34,False
111,https://chat.openai.com/share/c17b726f-0096-4389-96ad-d9cf62810e6e,1,False
112,https://chat.openai.com/share/f4c086a1-c024-4000-8a92-69d968a5ffa4,1,False
113,https://chat.openai.com/share/83b2be4d-f0ad-4a18-92a7-deae600ad491,1,False
114,https://chat.openai.com/share/6cd262f6-a62d-46d9-b677-e2ac67924735,1,False
115,https://chat.openai.com/share/f488f4f4-a9ea-465a-92c9-fc7b349d79d2,1,False
116,https://chat.openai.com/share/4254d06b-c649-4d19-b346-1cd123deb349,1,False
117,https://chat.openai.com/share/d2d63aa9-cdc0-4a47-ad1d-c5dd8140ad60,1,False
118,https://chat.openai.com/share/3142290e-1055-4e58-80db-fb78a81afbb6,1,False
119,https://chat.openai.com/share/72618944-4c7b-4b72-9089-67f16ed6aa89,1,False
120,https://chat.openai.com/share/0e299c39-3c92-4336-a072-57ad27da9f65,1,False
121,https://chat.openai.com/share/a881a821-9f4d-46c9-8c3a-c952fc18f901,1,False
122,https://chat.openai.com/share/e1f03f45-7d06-4d61-b32c-53b303831320,1,False
123,https://chat.openai.com/share/015724cc-a808-4827-b585-fa3363796b1f,1,False
124,https://chat.openai.com/share/c4282ca4-503d-4e77-baf5-0ea442b68077,1,False
125,https://chat.openai.com/share/d25bd7d3-a772-4a5e-8759-414454681037,1,False
126,https://chat.openai.com/share/805fae2c-0fba-4c87-839a-ebc5227a3f97,2,False
127,https://chat.openai.com/share/5fcc9e45-d90b-4d3d-b372-2d9252eb72ef,1,False
128,https://chat.openai.com/share/90affe10-f368-47fd-8524-c6886a158892,1,False
129,https://chat.openai.com/share/47891d03-89f0-4dac-91cc-4ee74683ab07,1,False
130,https://chat.openai.com/share/ee093bc7-a3c5-4bde-abd7-5b02b79b3f43,1,False
131,https://chat.openai.com/share/00f96355-371a-467b-9489-24ae4e60d3a3,1,False
132,https://chat.openai.com/share/a81778df-eb6c-480a-919d-93ca637245ea,1,False
133,https://chat.openai.com/share/a81778df-eb6c-480a-919d-93ca637245ea,1,False
134,https://chat.openai.com/share/ab3914b9-51c2-4e7d-ac8e-11a5770e9213,1,False
135,https://chat.openai.com/share/bd13d26b-a351-4ed5-a2ca-d6686111cfea,5,False
136,https://chat.openai.com/share/cf5d3967-73f8-4ee7-9682-faf331651921,1,False
137,https://chat.openai.com/share/933ed51f-e6dc-4edc-9fd7-97659d3b76db,2,False
138,https://chat.openai.com/share/8291bd95-3f9e-4c6a-a923-2e7d208e39be,1,False
139,https://chat.openai.com/share/e86119fc-3f77-48d3-b3f9-2e7b06019e9d,1,False
140,https://chat.openai.com/share/3e2a09f4-0c76-4a57-a581-f98a4f824262,1,False
141,https://chat.openai.com/share/30c97365-704b-4731-a467-98cd21aadbe9,1,False
142,https://chat.openai.com/share/75635252-c028-4010-bdc6-bed3144eccdf,,False
143,https://chat.openai.com/share/eae5c1b1-95be-433e-b455-597b8b9fc3b3,1,False
144,https://chat.openai.com/share/452d8999-268d-4197-943e-fa6bc90ba26e,1,False
145,https://chat.openai.com/share/49354303-aa21-43c8-ba4e-e48cf3918df8,1,False
146,https://chat.openai.com/share/0009359a-f33c-4da4-98fa-8733c354ea33,2,False
147,https://chat.openai.com/share/fbda85f8-f524-4763-8858-c4294daa7be8,1,False
148,https://chat.openai.com/share/c8be7d22-e7e6-48c3-83e4-b4b75e0db58f,1,False
149,https://chat.openai.com/share/b4bd2425-4238-4078-8963-5db75323ec49,1,False
150,https://chat.openai.com/share/0bc5c1d5-f736-444a-a1c6-c8560afff010,1,False
151,https://chat.openai.com/share/f8029200-a2eb-44f0-b42c-7dd10873855a,1,False
152,https://chat.openai.com/share/cec8ba88-bcc7-4e67-9910-50d6bbb0f976,1,False
153,https://chat.openai.com/share/0df1cc4c-8454-457a-9cb2-d12298848036,1,False
154,https://chat.openai.com/share/20b55139-fa54-46a7-8b47-b997273d61e5,1,False
155,https://chat.openai.com/share/76c73bf3-59e4-45bd-ad42-b2e8176d56be,3,False
156,https://chat.openai.com/share/4ff45953-7871-407e-ac58-989297b3793a,1,False
157,https://chat.openai.com/share/a784f3e5-1e66-4249-a5e7-96ccf499d045,1,False
158,https://chat.openai.com/share/25174ecc-834f-4c2c-97dd-ccd7e1671a9e,1,False
159,https://chat.openai.com/share/6a2762f6-d0f0-4e9e-9c97-7546354a86b7,3,False
160,https://chat.openai.com/share/d09d47ad-3859-4404-957a-790207020dda,1,False
161,https://chat.openai.com/share/4fd15898-4978-430e-b105-dc8d1683c9c5,1,False
162,https://chat.openai.com/share/c94d2481-7aaf-45a7-b841-f5d691d9d5f5,3,False
163,https://chat.openai.com/share/01163fbd-cb50-491d-ae84-7ee81ad9c83a,1,False
164,https://chat.openai.com/share/937d8682-300c-4e1f-84e5-607425cc4b21,1,False
165,https://chat.openai.com/share/c80b6c0f-6175-455e-a8c1-464960bd9f8b,1,False
