ID,URL,Number of Prompts,Python?
1,https://chat.openai.com/share/90ebe55e-bd60-47cf-b290-272980b7495e,6,False
2,https://chat.openai.com/share/ce7b2d74-5552-429a-8c4f-da2cd5f908e8,2,True
3,https://chat.openai.com/share/17a9692d-b893-47da-bca1-b46554f00962,5,False
4,https://chat.openai.com/share/7cf2816f-13ea-404c-b0f7-ffc65583617a,3,False
5,https://chat.openai.com/share/7cf2816f-13ea-404c-b0f7-ffc65583617a,3,False
6,https://chat.openai.com/share/8ce87c69-a8f4-4200-8e13-ebfa45719c67,42,False
7,https://chat.openai.com/share/9d1a293d-d357-4913-b20d-9e308bf9c7c9,3,False
8,https://chat.openai.com/share/c89e041e-ea23-42f9-972f-8543f4407db7,8,False
9,https://chat.openai.com/share/52d67aed-45fa-451d-bb95-46d8ba642fa8,5,False
10,https://chat.openai.com/share/2d2dbb5d-e590-4884-a112-6de5285ccfd2,12,False
11,https://chat.openai.com/share/05af05bc-82c7-4f18-9873-2cc3b3a595fe,3,False
12,https://chat.openai.com/share/795ad36a-0a38-431d-963f-fbd2ef14e44c,1,True
13,https://chat.openai.com/share/39fb281e-44dd-4e59-993c-b77227ae9e37,4,False
14,https://chat.openai.com/share/2b616e34-2067-4682-adbd-9e57fe381f66,11,False
15,https://chat.openai.com/share/76af53fb-7cc5-4f5c-acd5-7fd1c2ad26cf,20,False
16,https://chat.openai.com/share/be79a950-1231-4e55-aae0-2a90d8962d1d,3,False
17,https://chat.openai.com/share/67ff0200-dad4-48f2-884e-ccada57974f6,3,False
18,https://chat.openai.com/share/0f8a3cf0-8199-4d7e-81c4-b49c4b4f25e5,1,False
19,https://chat.openai.com/share/7a56efac-27c4-4bac-a3cd-e11588e66dfd,10,False
20,https://chat.openai.com/share/e4e17d6b-e664-44c1-b4bd-220ad8cb0df3,7,False
21,https://chat.openai.com/share/bbf03be2-dc7b-4451-a614-1a542af33712,8,True
22,https://chat.openai.com/share/e8cbecdf-bdcc-4304-8bff-47adf8761d96,2,False
23,https://chat.openai.com/share/69616b53-6a75-478f-8985-09ea3fec73b0,1,False
24,https://chat.openai.com/share/91537f79-b48a-4b50-b109-12f94405f7b5,16,False
25,https://chat.openai.com/share/132f9bdd-f09c-4ffa-ae80-28c04d5fc484,2,True
26,https://chat.openai.com/share/beca8c14-7645-4e45-9d2f-4ee5879e1a35,1,False
27,https://chat.openai.com/share/d9eec2fb-35d1-4135-ae96-17738c69ee63,4,False
28,https://chat.openai.com/share/3f347f56-d35f-41b2-bbf5-2d66fcd79475,1,False
29,https://chat.openai.com/share/65d3e63b-7618-4522-a436-e88964f4d293,20,False
30,https://chat.openai.com/share/d8e1b2a0-8413-4635-83e3-8ef3f7b65432,25,True
31,https://chat.openai.com/share/4fe883a7-5b0f-46a5-a168-3e21a61e6521,10,False
32,https://chat.openai.com/share/61555de8-a093-4763-a6d8-877b3fabd5f0,1,False
33,https://chat.openai.com/share/b4e62157-e476-4284-b263-c23ec16568ff,1,False
34,https://chat.openai.com/share/b44935b7-e419-4dc1-b036-3b23abbbc399,1,False
35,https://chat.openai.com/share/f4767e61-d6d0-4ce7-8c2e-601d3a45e78c,1,False
36,https://chat.openai.com/share/b8f819c5-8d98-4ad4-b9a9-1a0da0d9f34d,2,False
37,https://chat.openai.com/share/3c7e542c-eb8f-443a-9b20-d9f728bcbd4d,1,False
38,https://chat.openai.com/share/c68b4ee8-92fd-4091-94f0-1c2156d8b492,3,False
39,https://chat.openai.com/share/c79f53ef-1f5c-4103-8f7f-ee4dfa5cad41,2,False
40,https://chat.openai.com/share/a66b761a-2a83-4673-937f-a20d1c174d2a,10,False
41,https://chat.openai.com/share/d6001fa5-6ed0-418a-acd5-2116800b93d0,1,False
42,https://chat.openai.com/share/5e14af53-17cc-4591-9036-66644c5fff0e,2,False
43,https://chat.openai.com/share/a1173437-3bbc-4d44-b13a-6bdd54727750,1,False
44,https://chat.openai.com/share/1eb0f85d-162e-4d55-88f9-4d44a3cfc6f4,1,False
45,https://chat.openai.com/share/0cd8ee3d-595d-4a6b-9c68-5b0d162c49c7,1,False
46,https://chat.openai.com/share/ff091516-088b-4211-8997-5750fdae8217,1,False
47,https://chat.openai.com/share/67317d14-928d-4870-8f77-a4d4c3367fe2,1,False
48,https://chat.openai.com/share/a0a53875-344b-4e84-a907-928ab6fcbc8f,1,False
49,https://chat.openai.com/share/6e36eaf3-13c5-4142-b3f4-ddeb52050a29,1,False
50,https://chat.openai.com/share/7aa422af-fcdc-424a-8be8-3af33327db5f,4,False
51,https://chat.openai.com/share/1fa7f5ad-0d7e-41a0-9855-1733564c793e,1,False
52,https://chat.openai.com/share/97a2a551-6c99-4807-9b3c-b906fb7d7fd4,1,False
53,https://chat.openai.com/share/a310a288-8036-48e7-8463-e3ba6b256d72,1,False
54,https://chat.openai.com/share/f75ec365-2665-4967-b437-3d48ff78d194,1,False
55,https://chat.openai.com/share/056744c2-16e1-421e-8cde-b249a044f8e8,1,False
56,https://chat.openai.com/share/ed4c7943-5762-4bdb-ac66-601356ce9ae8,1,False
57,https://chat.openai.com/share/76039a17-2e3e-4c89-a77a-a74f87c59ab3,1,False
58,https://chat.openai.com/share/7d54af31-6012-4ee4-b192-ae92bf1641d5,1,False
59,https://chat.openai.com/share/accb96e0-9371-47a4-9930-367af7cfb028,2,False
60,https://chat.openai.com/share/d6bdc7ae-b97c-4e83-a277-1d26f7104723,1,False
61,https://chat.openai.com/share/3f87961f-2d1f-44d3-86d7-bbbba9b407a7,1,False
62,https://chat.openai.com/share/e2858960-8dd2-4399-a578-6c16ad597a36,1,False
63,https://chat.openai.com/share/52f2a57a-8b63-4033-ad18-d39ac8ef0bca,1,False
64,https://chat.openai.com/share/f0d01943-de1e-49ba-a830-e2f85ef84817,2,False
65,https://chat.openai.com/share/89bb4982-3146-46c6-91c7-5e5a7d1c6d5f,1,False
66,https://chat.openai.com/share/a9f8637a-0d07-4744-b749-dcb243dba53e,1,False
67,https://chat.openai.com/share/438e3a3a-40fc-45c2-9db5-69df94664bc9,1,False
68,https://chat.openai.com/share/e0016b38-af13-43f2-b9e0-970341741501,1,False
69,https://chat.openai.com/share/700e2598-277c-4b56-bda2-826772fa7775,1,False
70,https://chat.openai.com/share/8459cbae-aa57-4fc7-8f9e-8cc21fade775,4,False
71,https://chat.openai.com/share/e482add3-7791-407c-ab0b-c44c4519c9ee,1,False
72,https://chat.openai.com/share/6fe25b38-9273-4a27-8f98-879a107beb89,4,False
73,https://chat.openai.com/share/e313b486-4ee9-41e3-a482-ead99770e6b6,2,False
74,https://chat.openai.com/share/cf331778-14c6-48da-aec3-a0630a469dbb,1,False
75,https://chat.openai.com/share/28169216-fb35-4b48-b7e6-f8d13d98b9de,2,False
76,https://chat.openai.com/share/0a2d163b-4552-4cf6-9683-455fe6b45c4f,1,False
77,https://chat.openai.com/share/02e2cb14-af28-4447-9b80-e58bd69b80a4,1,False
78,https://chat.openai.com/share/c152b3a0-ca1e-46a8-86fc-666a09a618d8,1,False
79,https://chat.openai.com/share/65e3194f-ed5c-4316-93c8-ae9a7106f79b,1,False
80,https://chat.openai.com/share/ff7032a9-5fe4-4c92-8fe5-88a5a22dab79,2,False
81,https://chat.openai.com/share/9ba1b348-5ffd-4bf5-85b0-88d71f8a3b50,1,False
